Record Number,Name,Core ID,Code,Type,Status,Holder,Grant date,Expiry date,Cadastral units (CU),Area (km²),States,LGAs,Minerals
1327,"IRAGBIJI, OSUN.",61249,QLS-061249,Quarry Lease,Valid,FORTH HILL NIGERIA LIMITED,15/10/2024,14/10/2029,2,0.42,Osun,"Boripe, Ifelodun",Granite
1328,,32530,EL-032530,Exploration License,Released,DAMSORT INTERNATIONAL LIMITED,14/10/2020,13/10/2023,55,11.66,Osun,"Ife North, Ifetedo",Gold
1329,"OLA-OLUWA LGA, OSUN STATE",62811,SSML-062811,Small Scale Mining Lease,Valid,CROWNSHIELD CONSTRUCTION SERVICES LTD,23/10/2024,22/10/2029,4,0.85,Osun,Ola-Oluwa,"Tantalum,Tin,Quartz,Gold,Ilmenite,Zircon sand"
1330,,33934,EL-033934,Exploration License,Released,DAMSORT INTERNATIONAL LIMITED,03/09/2021,02/09/2024,408,86.5,Osun,"Ife North, Ifetedo, Ile Ife/Modakeke",Gold
1331,,31655,EL-031655,Exploration License,Released,MORIRE & MORAYO MINES LIMITED,02/10/2020,01/10/2023,200,42.34,Osun,"Etim Ekpo, Ila Orangun, Odo-Otin",Gold
1332,,32480,EL-032480,Exploration License,Released,INTEGRATED MINERAL DEVELOPMENT COMPANY LIMITED,24/11/2020,23/11/2023,120,15.89,Osun,"Ayedaade, Ede South, Ife North",Gold
1333,,30889,SSML-030889,Small Scale Mining Lease,Valid,MICRO LEASING LIMITED,31/01/2020,30/01/2030,6,1.27,Osun,Atakumosa East,Gold
1334,,32325,EL-032325,Exploration License,Released,SYILS MINING LIMITED,02/10/2020,01/10/2023,4,0.85,Osun,Iragbiji,Gold
1335,,32088,EL-032088,Exploration License,Released,MAIKAIZA NIGERIA LIMITED,04/09/2020,03/09/2023,11,2.33,Osun,Obokun,Gold
1336,"OLA-OLUWA LGA, OSUN STATE",62814,EL-062814,Exploration License,Valid,CROWNSHIELD CONSTRUCTION SERVICES LTD,23/10/2024,22/10/2027,87,18.42,Osun,"Iwo, Ola-Oluwa","Tantalum,Tin,Quartz,Gold,Ilmenite,Zircon sand"
1337,,24537,SSML-024537,Small Scale Mining Lease,Released,BAAC HERITAGE LIMITED,24/11/2017,23/11/2022,4,0.85,Osun,Obokun,Tourmaline (others)
1338,Osun,35961,EL-035961,Exploration License,Valid,TRENTO EXPLORATION LIMITED,07/03/2022,06/03/2025,332,70.33,Osun,Obokun,"Tourmaline (red),Gold,Sapphire"
1339,IFE NORTH,38405,EL-038405,Exploration License,Valid,TIOLUWA MINING COMPANY LIMITED,01/07/2022,30/06/2025,178,37.72,Osun,"Ayedaade, Ife North",Lithium
1340,OSOGBO,62707,SSML-062707,Small Scale Mining Lease,Valid,AOK GROUP OF COMPANIES LTD,23/10/2024,22/10/2029,1,0.21,Osun,Osogbo,"Marble aggregates,Mica,Lead,Lithium,Tantalum,Tin,Zinc,Aquamarine,Gold"
1341,IFETEDO,63429,EL-063429,Exploration License,Valid,GOLDVEIN MINE LIMITED,23/10/2024,22/10/2027,100,21.2,Osun,"Ifetedo, Ile Ife/Modakeke",Gold
1342,,30905,SSML-030905,Small Scale Mining Lease,Valid,MICRO LEASING LIMITED,31/01/2020,30/01/2030,6,1.27,Osun,Atakumosa East,Gold
1343,IJESA,61620,EL-061620,Exploration License,Valid,ODO - IJU IJESHA COMMUNITY DEVELOPMENT FOUNDATION,15/10/2024,14/10/2027,30,6.36,Osun,"Atakumosa West, Ijesha, Ereja",Gold
1344,,34103,EL-034103,Exploration License,Valid,PRESTON TRADING CO. LTD.,25/06/2021,24/06/2026,177,37.49,Osun,Obokun,Gold
1345,OBUKUN,63190,EL-063190,Exploration License,Valid,SUPER LG COMFORT NIG LTD,30/10/2024,29/10/2027,100,21.18,Osun,Obokun,"Lithium,Gold"
1346,,34104,EL-034104,Exploration License,Valid,PRESTON TRADING CO. LTD.,25/06/2021,24/06/2026,210,44.47,Osun,"Boripe, Obokun",Gold
1347,AYEDAADE,61519,SSML-061519,Small Scale Mining Lease,Valid,MINERAL SMASTER GLOBAL LINKS NIGERIA LIMITED,23/10/2024,22/10/2029,5,1.06,Osun,Ayedaade,"Lithium,Beryl,Tourmaline (blue),Gold,Sapphire"
1348,,33017,EL-033017,Exploration License,Released,YALAMLAM MOTORS NIGERIA LIMITED,29/12/2020,28/12/2023,265,56.12,Osun,"Igbona, Egbedore, Olorunla, Osogbo",Gold
1349,IFETEDO,63428,EL-063428,Exploration License,Valid,GOLDVEIN MINE LIMITED,23/10/2024,22/10/2027,108,22.9,Osun,"Ife North, Ifetedo",Gold
1350,,30534,EL-030534,Exploration License,Valid,SHEKELS MINING AND TRADING COMPANY LTD,02/12/2019,01/12/2026,187,39.61,Osun,"Atakumosa West, Obokun",Gold
1351,"AYEDIRE, OSUN",60324,EL-060324,Exploration License,Valid,WESTMINSTER MINING AND EXPLORATION COMPANY LIMITED,24/05/2024,23/05/2027,37,7.84,Osun,Ayedire,"Tin,Gold"
1352,"ILA ORANGUN, OSUN",60320,SSML-060320,Small Scale Mining Lease,Valid,WESTMINSTER MINING AND EXPLORATION COMPANY LIMITED,24/05/2024,23/05/2029,3,0.64,Osun,Ila Orangun,Lithium
1353,IFETEDO,63425,EL-063425,Exploration License,Valid,GOLDVEIN MINE LIMITED,23/10/2024,22/10/2027,100,21.2,Osun,"Ifetedo, Ile Ife/Modakeke",Gold
1354,Obokun,61415,EL-061415,Exploration License,Valid,LEVIATHAN MINES COMPANY LIMITED,13/06/2024,12/06/2027,15,3.18,Osun,Obokun,Gold
1355,ifetedo,61416,EL-061416,Exploration License,Valid,LEVIATHAN MINES COMPANY LIMITED,13/06/2024,12/06/2027,18,3.81,Osun,Egbedore,Gold
1356,Ife modakeke,61420,EL-061420,Exploration License,Valid,LEVIATHAN MINES COMPANY LIMITED,09/08/2024,08/08/2027,10,2.12,Osun,Iragbiji,Gold
1357,IFETEDO,63427,EL-063427,Exploration License,Valid,GOLDVEIN MINE LIMITED,23/10/2024,22/10/2027,100,21.2,Osun,"Ife North, Ifetedo",Gold
1358,,35537,SSML-035537,Small Scale Mining Lease,Valid,AYOTAYE MINERALS LIMTED,14/04/2022,13/04/2027,15,3.18,Osun,"Obokun, Iriade Ijebu-Ijesha",Gold
1359,,34063,EL-034063,Exploration License,Valid,FORTE UPSTREAM SERVICES LTD,18/05/2021,17/05/2026,197,41.72,Osun,"Ayedire, Egbedore, Ejigbo, Ola-Oluwa",Gold
1360,,32476,EL-032476,Exploration License,Released,INTEGRATED MINERAL DEVELOPMENT COMPANY LIMITED,24/11/2020,23/11/2023,95,20.13,Osun,Ife North,Gold
1361,,30535,EL-030535,Exploration License,Valid,SHEKELS MINING AND TRADING COMPANY LTD,02/12/2019,01/12/2026,145,30.72,Osun,"Atakumosa West, Ede South",Gold
1362,,34068,EL-034068,Exploration License,Valid,FORTE UPSTREAM SERVICES LTD,18/05/2021,17/05/2026,288,60.97,"Osun, Oyo","Egbedore, Ejigbo, Ola-Oluwa, Ogo Oluwa",Gold
1363,Iwajowa,63292,SSML-063292,Small Scale Mining Lease,Valid,REDKEEP INVESTMENT LIMITED,06/11/2024,05/11/2029,15,3.17,Oyo,Iwajowa,"Lithium,Tantalum,Gold"
1364,,37689,EL-037689,Exploration License,Valid,HENAN YUAXIN TRADING CO. LTD,27/09/2022,26/09/2025,18,3.81,Oyo,Iwajowa,Gold
1365,IWAJOWA - OYO,61223,SSML-061223,Small Scale Mining Lease,Valid,CITY PYRAMID MULTICONCEPTS NIGERIA LIMITED,15/10/2024,14/10/2029,2,0.42,Oyo,Iwajowa,Feldspar
1366,SAKI EAST OYO STATE,41301,EL-041301,Exploration License,Valid,GIAMIDE NIGERIA LIMITED,21/02/2023,20/02/2026,182,38.45,Oyo,Saki East,Lithium
1367,ISEYIN/OYO,59503,EL-059503,Exploration License,Valid,AYRAZ MULTI DYNAMICS LTD,26/08/2024,25/08/2027,192,40.63,Oyo,Iseyin,"Lithium,Tantalum,Tourmaline (others)"
1368,SAKI-WEST,55128,SSML-055128,Small Scale Mining Lease,Valid,WEST AFRICAN NEW ENERGY MATERIALS COMPANY,20/09/2024,19/09/2029,8,1.69,Oyo,Saki West,"Lithium,Tantalum,Feldspar,Beryl,Tourmaline (others),Gold"
1369,,28173,QLS-028173,Quarry Lease,Released,L.S.A MINING & CONSTRUCTION LIMITED,28/12/2018,27/12/2023,4,0.84,Oyo,Saki West,Granite
1370,,27941,SSML-027941,Small Scale Mining Lease,Released,A. A. Y. INTERNATIONAL MINING COMPANY LIMITED,02/08/2018,01/08/2023,14,2.96,Oyo,Atigbo,"Beryl,Tourmaline (others)"
1371,,31210,QLS-031210,Quarry Lease,Valid,CNC MINING COMPANY LIMITED,18/03/2020,17/03/2025,1,0.21,Oyo,Oluyole,Granite
1372,SAKI WEST,44659,SSML-044659,Small Scale Mining Lease,Valid,KM DONE MINING LIMITED,20/09/2024,19/09/2029,7,1.48,Oyo,Saki West,"Mica,Lithium"
1373,Atigbo,63290,SSML-063290,Small Scale Mining Lease,Valid,REDKEEP INVESTMENT LIMITED,06/11/2024,05/11/2029,14,2.96,Oyo,Iwajowa,"Muscovite,Lithium,Tantalum,Feldspar,Gold"
1374,,29139,QLS-029139,Quarry Lease,Valid,CNC MINING COMPANY LIMITED,07/05/2019,06/05/2029,2,0.42,Oyo,Oluyole,Granite
1375,AKINYELE,55567,QLS-055567,Quarry Lease,Valid,PURE DIAMOND NIGERIA LIMITED,22/04/2024,21/04/2029,3,0.64,Oyo,Akinyele,"Granite,Laterite"
1376,,33947,QLS-033947,Quarry Lease,Released,PRESTIGE CHEN JUN QUARRY LIMITED,08/04/2021,07/04/2026,1,0.21,Oyo,Oluyole,Granite
1377,ATIGBO,40746,EL-040746,Exploration License,Valid,INTERCITY MINERALS LIMITED,17/03/2023,16/03/2026,779,164.65,Oyo,"Atigbo, Itesiwaju","Lithium,Tantalum,Tin,Beryl,Tourmaline (blue),Columbite,Gold"
1378,IWAJOWA,38796,EL-038796,Exploration License,Valid,STANNUM FIELDS LTD,25/08/2022,24/08/2025,189,39.98,Oyo,Iwajowa,"Lithium,Tin,Beryl,Garnet,Tourmaline (blue),Columbite"
1379,SAKI WEST,37937,SSML-037937,Small Scale Mining Lease,Released,JD MINING NIGERIA COMPANY LTD,28/06/2022,27/06/2027,15,3.17,Oyo,Saki West,"Mica,Lithium"
1380,KAJOLA,59357,SSML-059357,Small Scale Mining Lease,Valid,ISMAEEL ABDULMALIK LANRE,18/08/2024,17/08/2029,4,0.85,Oyo,Kajola,"Lithium,Tantalum,Tourmaline (blue),Ilmenite"
1381,IWAJOWA,36808,SSML-036808,Small Scale Mining Lease,Valid,WATECO GLOBAL CONCEPT LIMITED,09/06/2022,08/06/2027,7,1.48,Oyo,Iwajowa,Tourmaline (red)
1382,,34759,QLS-034759,Quarry Lease,Released,PRESTIGE CHEN JUN QUARRY LIMITED,06/07/2021,05/07/2026,2,0.42,Oyo,Oluyole,Granite
1383,OYO,37152,EL-037152,Exploration License,Valid,JD MINING NIGERIA COMPANY LTD,30/03/2022,29/03/2025,13,2.74,Oyo,Saki West,"Mica,Lithium"
1384,OYO,63337,QLS-063337,Quarry Lease,Valid,HOY MINING AND QUARRY COMPANY LTD,17/12/2024,16/12/2029,2,0.42,Oyo,Oluyole,Granite
1385,Atigbo,36856,EL-036856,Exploration License,Valid,REDKEEP INVESTMENT LIMITED,21/04/2022,20/04/2025,509,107.6,Oyo,"Atigbo, Iwajowa","Muscovite,Lithium,Feldspar,Gold"
1386,OLUYOLE,64622,QLS-064622,Quarry Lease,Valid,ZEE CONSTRUCTION LIMITED,23/01/2025,22/01/2030,2,0.42,Oyo,Oluyole,Granite
1387,,32017,SSML-032017,Small Scale Mining Lease,Blocked,ABULE SOLA VENTURES,14/09/2020,13/09/2025,1,0.21,Oyo,Oluyole,Sand
1388,Iwajowa,36852,EL-036852,Exploration License,Valid,REDKEEP INVESTMENT LIMITED,21/04/2022,20/04/2025,838,177.21,Oyo,Iwajowa,Gold
1389,IREPO,59326,EL-059326,Exploration License,Valid,PEREGRINO OIL & GAS LIMITED,08/04/2024,07/04/2027,157,33.12,Oyo,Irepo,"Lithium,Tin"
1390,ATIGBO/IWAJOWA,42231,EL-042231,Exploration License,Valid,NEWSTAR MINERALS LIMITED,26/04/2023,25/04/2026,14,2.96,Oyo,Iwajowa,Lithium
1391,"oluyole,oyo state",62503,SSML-062503,Small Scale Mining Lease,Valid,HUGE MOVERS MULTI PROJECT LIMITED,30/10/2024,29/10/2029,2,0.42,Oyo,Oluyole,"Mica,Topaz"
1392,"Oyo,Olorunsogo",62582,EL-062582,Exploration License,Valid,SCORE CHARTER MINING LIMITED,26/08/2024,25/08/2027,21,4.43,Oyo,Olorunsogo,Amethyst
1393,IWAJOWA,54350,ML-054350,Mining Lease,Valid,MG PARAIBA NIGERIA LTD,12/08/2024,11/08/2049,15,3.17,Oyo,Iwajowa,"Lithium,Beryl,Tourmaline (blue),Gold"
1394,Kajola,37630,SSML-037630,Small Scale Mining Lease,Valid,AYODELE ELIZABETH ADEYOYIN,09/06/2022,08/06/2027,5,1.06,Oyo,Kajola,"Tantalum,Feldspar,Amethyst,Tourmaline (others)"
1395,,16811,SSML-016811,Small Scale Mining Lease,Valid,MEDURET RESOURCES NIGERIA LIMITED,08/08/2014,07/08/2029,15,3.17,Oyo,Iwajowa,"Tourmaline (others),Gold"
1396,KAJOLA OYO,54964,SSML-054964,Small Scale Mining Lease,Valid,GRAY MINERALS LIMITED,25/01/2024,24/01/2029,10,2.11,Oyo,"Itesiwaju, Kajola","Tantalum,Beryl"
1397,ATISBO,61290,EL-061290,Exploration License,Valid,APEXLOT LIMITED,13/06/2024,12/06/2027,114,24.09,Oyo,Itesiwaju,"Lithium,Tourmaline (green)"
1398,IWAJOWA OYO,59998,EL-059998,Exploration License,Valid,ALFURQON GLOBAL CONCEPTS NIGERIA LIMITED,15/10/2024,14/10/2027,4,0.85,Oyo,Iwajowa,"Lithium,Tourmaline (others)"
1399,OYO,36884,EL-036884,Exploration License,Valid,REDKEEP INVESTMENT LIMITED,21/04/2022,20/04/2025,908,192.02,Oyo,"Itesiwaju, Iwajowa, Kajola","Tourmaline (blue),Gold"
1400,OLORUNSOGO,58464,EL-058464,Exploration License,Valid,MONO ENERGY LIMITED,09/10/2024,08/10/2027,96,20.27,Oyo,Olorunsogo,"Lithium,Tantalum,Tourmaline (blue)"
1401,oyo,61509,EL-061509,Exploration License,Valid,MYRIAD MINERALS LTD,15/10/2024,14/10/2027,108,22.86,Oyo,"Ibarapa North, Iseyin","Cobalt,Nickel,Tourmaline (green)"
1402,OLORUNSOGO,56142,EL-056142,Exploration License,Valid,PACESETTER MINERALS DEVELOPMENT COMPANY LTD,23/04/2024,22/04/2027,186,39.28,Oyo,Olorunsogo,"Mica,Lithium,Tantalum,Beryl,Tourmaline (blue),Gold"
1403,AFIJO,43212,EL-043212,Exploration License,Valid,SIMART INVESTMENT NIGERIA LIMITED,22/06/2023,21/06/2026,186,39.37,Oyo,Afijio,"Dolomite,Tantalum,Aquamarine,Cassiterite"
1404,IBARAPA EAST,62602,SSML-062602,Small Scale Mining Lease,Valid,OPEOGO & SONS,15/10/2024,14/10/2029,2,0.42,Oyo,Ibarapa East,Quartz
1405,,18709,SSML-018709,Small Scale Mining Lease,Valid,ARCHITYPE INDUSTRIES NIGERIA LIMITED,08/08/2014,07/08/2029,15,3.17,Oyo,Iwajowa,"Basalt,Garnet,Tourmaline (others),Columbite,Gold"
1406,,30957,EL-030957,Exploration License,Released,RGM MATERIALS SOLUTION LIMITED,31/01/2020,30/01/2023,90,19.04,Oyo,Iwajowa,"Beryl,Garnet,Tourmaline (others)"
1407,IWAJOWA OYO,45508,SSML-045508,Small Scale Mining Lease,Released,EFFECTORY PLUS LIMITED,07/11/2023,06/11/2028,15,3.17,Oyo,Iwajowa,Lithium
1408,ATISBO,61289,EL-061289,Exploration License,Valid,APEXLOT LIMITED,13/06/2024,12/06/2027,209,44.17,Oyo,Atigbo,Lithium
1409,,33942,EL-033942,Exploration License,Blocked,PLATINUM BOLTS LIMITED,11/06/2021,10/06/2024,54,11.4,Oyo,Olorunsogo,"Dolomite,Tantalum,Columbite"
1410,iseyin,61286,EL-061286,Exploration License,Valid,APEXLOT LIMITED,13/06/2024,12/06/2027,130,27.47,Oyo,Atigbo,"Lithium,Tourmaline (green)"
1411,ISEYIN,61288,EL-061288,Exploration License,Valid,APEXLOT LIMITED,13/06/2024,12/06/2027,130,27.51,Oyo,Iseyin,"Lithium,Tourmaline (green)"
1412,ITESIWAJU,54934,EL-054934,Exploration License,Valid,GRAY MINERALS LIMITED,25/01/2024,24/01/2027,65,13.74,Oyo,"Atigbo, Itesiwaju","Tantalum,Beryl"
1413,IREPO,62077,EL-062077,Exploration License,Valid,JIV-DEF MINING NIGERIA LTD,26/08/2024,25/08/2027,112,23.64,Oyo,"Irepo, Ore-Lope","Lithium,Beryl,Tourmaline (blue)"
1414,OLORUNSOGO,61271,EL-061271,Exploration License,Valid,SILICON VALLEY (IBEJU LEKKI) CO-OPERATIVE MULTIPURPOSE SOCIETY LTD,24/05/2024,23/05/2027,270,57.0,Oyo,"Irepo, Olorunsogo","Mica,Lithium,Tantalum,Tin,Tourmaline (others),Gold"
1415,Iseyin,61283,EL-061283,Exploration License,Valid,APEXLOT LIMITED,24/05/2024,23/05/2027,163,34.49,Oyo,"Iseyin, Iwajowa","Lithium,Tourmaline (green)"
1416,iseyin,61284,EL-061284,Exploration License,Valid,APEXLOT LIMITED,24/05/2024,23/05/2027,154,32.59,Oyo,Iseyin,"Lithium,Tourmaline (green)"
1417,SAKI WEST,36352,SSML-036352,Small Scale Mining Lease,Blocked,KM DONE MINING LIMITED,03/03/2022,02/03/2027,15,3.17,Oyo,Saki West,"Lithium,Tantalum"
1418,,32019,SSML-032019,Small Scale Mining Lease,Blocked,ABULE SOLA VENTURES,02/10/2020,01/10/2025,1,0.21,Oyo,"Ibadan North West, Ibadan South West, Ibadan North West",Sand
1419,,32018,SSML-032018,Small Scale Mining Lease,Blocked,ABULE SOLA VENTURES,14/09/2020,13/09/2025,1,0.21,Oyo,Iseyin,Sand
1420,IREPO,62389,ML-062389,Mining Lease,Valid,PEREGRINO OIL & GAS LIMITED,11/10/2024,10/10/2049,4,0.84,Oyo,Irepo,"Lithium,Tin"
1421,iseyin,61285,EL-061285,Exploration License,Valid,APEXLOT LIMITED,13/06/2024,12/06/2027,121,25.57,Oyo,"Atigbo, Itesiwaju","Lithium,Tourmaline (green)"
1422,OLORUNSOGO,62373,SSML-062373,Small Scale Mining Lease,Valid,LEADKAD INVESTMENT NIGERIA LIMITED,15/10/2024,14/10/2029,7,1.48,Oyo,Olorunsogo,"Marble aggregates,Mica,Lithium"
1423,,152,ML-000152,Mining Lease,Released,NIGERIAN MINING CORPORATION INC,01/01/2005,31/12/2029,18,3.79,Plateau,Barkin Ladi,Kaoline
1424,"Kanke, Plateau",62279,SSML-062279,Small Scale Mining Lease,Valid,SPANIAGI LIMITED,15/10/2024,14/10/2029,14,2.95,Plateau,Kanke,"Lithium,Niobium,Tantalum,Tin"
1425,,254,ML-000254,Mining Lease,Released,CONSOLIDATED TIN MINES LIMITED,01/01/2005,31/12/2029,24,5.06,Plateau,"Barkin Ladi, Bokkos",Cassiterite
1426,,34285,SSML-034285,Small Scale Mining Lease,Blocked,POLKAT NIGERIA LIMITED,31/05/2021,30/05/2026,2,0.42,Plateau,Wase,"Lead,Zinc"
1427,,578,ML-000578,Mining Lease,Released,CONSOLIDATED TIN MINES LIMITED,02/01/2006,01/01/2031,18,3.79,Plateau,"Barkin Ladi, Bokkos","Tin,Columbite"
1428,QUANPAN,40715,EL-040715,Exploration License,Valid,KEKABATA LIMITED,17/03/2023,16/03/2026,46,9.71,Plateau,Qua'an-Pan,"Lithium,Tantalum,Tourmaline (blue),Cassiterite,Columbite,Monazite"
1429,BARKIN LADI,60554,SSML-060554,Small Scale Mining Lease,Valid,F J K MINERAL RESOURCES CO LTD,21/10/2024,20/10/2029,3,0.63,Plateau,Barkin Ladi,Tin
1430,QUANPAN,63108,SSML-063108,Small Scale Mining Lease,Valid,KEKABATA LIMITED,23/10/2024,22/10/2029,4,0.84,Plateau,Qua'an-Pan,"Lithium,Tantalum,Tourmaline (blue),Cassiterite,Columbite,Monazite"
1431,,34284,SSML-034284,Small Scale Mining Lease,Blocked,MEGAFIELDS MINES NIG LTD,31/05/2021,30/05/2026,7,1.48,Plateau,Wase,"Lead,Zinc"
1432,"Kanke, Plateau",62280,SSML-062280,Small Scale Mining Lease,Valid,SPANIAGI LIMITED,15/10/2024,14/10/2029,5,1.05,Plateau,Kanke,"Lithium,Niobium,Tantalum,Tin"
1433,"JOS SOUTH, PLATEAU",60323,EL-060323,Exploration License,Valid,WESTMINSTER MINING AND EXPLORATION COMPANY LIMITED,24/05/2024,23/05/2027,82,17.26,Plateau,"Barkin Ladi, Jos South","Tin,Tourmaline (others)"
1434,BASSA,62347,EL-062347,Exploration License,Valid,SINOWON GLOBAL CONTRACTORS LTD,09/08/2024,08/08/2027,189,39.74,Plateau,Bassa,"Sand,Niobium,Tin,Tourmaline (blue),Columbite"
1435,"PANKSHIN, PLATEAU",62289,EL-062289,Exploration License,Valid,SPANIAGI LIMITED,15/10/2024,14/10/2027,150,31.61,Plateau,Pankshin,"Lithium,Niobium,Tantalum,Tin"
1436,PLATEAU,36184,SSML-036184,Small Scale Mining Lease,Blocked,METWEST MINING LIMITED,04/02/2022,03/02/2027,5,1.06,Plateau,Wase,"Lead,Zinc"
1437,Plateau,36124,SSML-036124,Small Scale Mining Lease,Blocked,IGS MINES LTD,17/02/2022,16/02/2027,6,1.27,Plateau,Langtang North,"Copper,Lead,Zinc"
1438,KANAM,63080,EL-063080,Exploration License,Valid,GAINCAPITAL INTERNATIONAL TRADING LTD,09/12/2024,08/12/2027,100,21.07,Plateau,Kanam,"Copper,Manganese,Cassiterite"
1439,KANAM,63078,EL-063078,Exploration License,Valid,GAINCAPITAL INTERNATIONAL TRADING LTD,09/12/2024,08/12/2027,100,21.07,Plateau,Kanam,"Copper,Manganese,Cassiterite"
1440,KANAM,63077,EL-063077,Exploration License,Valid,GAINCAPITAL INTERNATIONAL TRADING LTD,09/12/2024,08/12/2027,100,21.07,Plateau,Kanam,"Copper,Manganese,Cassiterite"
1441,,34291,SSML-034291,Small Scale Mining Lease,Blocked,MEGAFIELDS MINES NIG LTD,31/05/2021,30/05/2026,7,1.48,Plateau,Wase,"Lead,Zinc"
1442,,34685,SSML-034685,Small Scale Mining Lease,Blocked,WALHAS NIG CO. LTD,06/07/2021,05/07/2026,2,0.42,Plateau,Kanam,"Tin,Iron,Monazite,Zircon sand"
1443,,34689,SSML-034689,Small Scale Mining Lease,Blocked,HAGAR GLOBAL SYNERGY LTD,06/07/2021,05/07/2026,5,1.05,Plateau,Wase,Gypsum
1444,KANAM,63062,EL-063062,Exploration License,Valid,GAINCAPITAL INTERNATIONAL TRADING LTD,09/12/2024,08/12/2027,18,3.79,Plateau,Kanam,"Copper,Manganese,Cassiterite"
1445,,27283,EL-027283,Exploration License,Released,TONGYI ALLIED MINIG LTD,,,150,31.65,Plateau,Wase,"Lead,Zinc"
1446,MAIDUNA TIN,62451,EL-062451,Exploration License,Valid,DRAGNET GEOLOGICAL SERVICES LTD,26/08/2024,25/08/2027,198,41.76,Plateau,Bokkos,"Tin,Rare earth elements (REE)"
1447,Kanam ssml,36019,SSML-036019,Small Scale Mining Lease,Blocked,SEDIMENTAL RESOURCES LIMITED,05/05/2022,04/05/2027,5,1.05,Plateau,Kanam,Lithium
1448,"KANJE, PLATEAU",62287,EL-062287,Exploration License,Valid,SPANIAGI LIMITED,15/10/2024,14/10/2027,43,9.06,Plateau,Kanke,"Lithium,Niobium,Tantalum,Tin"
1449,,246,ML-000246,Mining Lease,Released,CONSOLIDATED TIN MINES LIMITED,02/01/2006,01/01/2031,8,1.69,Plateau,Bokkos,"Tin,Columbite"
1450,"BARKIN LADI, PLATEAU",63138,EL-063138,Exploration License,Valid,RETNA SUITES NIGERIA LIMITED,24/06/2022,23/06/2025,8,1.69,Plateau,Barkin Ladi,"Tantalum,Cassiterite,Columbite"
1451,,24457,EL-024457,Exploration License,Released,SYILS MINING LIMITED,19/01/2017,18/01/2024,36,7.59,Plateau,Barkin Ladi,"Tin,Cassiterite,Columbite"
1452,JOS SOUTH,37135,QLS-037135,Quarry Lease,Blocked,JOHN BAWA INNOVATIONS NIGERIA LIMITED,05/05/2022,04/05/2027,4,0.84,Plateau,Jos North,Granite
1453,,427,ML-000427,Mining Lease,Released,CONSOLIDATED TIN MINES LIMITED,01/01/2005,31/12/2029,12,2.53,Plateau,"Jos North, Jos South",Cassiterite
1454,JOS EAST,37070,SSML-037070,Small Scale Mining Lease,Blocked,AKINS GEMS INTERNATIONAL LIMITED,24/06/2022,23/06/2027,15,3.16,Plateau,Jos East,"Tin,Topaz,Columbite"
1455,,392,ML-000392,Mining Lease,Released,CONSOLIDATED TIN MINES LIMITED,01/01/2005,31/12/2029,8,1.68,Plateau,"Jos North, Jos South",Cassiterite
1456,,552,ML-000552,Mining Lease,Released,CONSOLIDATED TIN MINES LIMITED,01/01/2005,31/12/2029,3,0.63,Plateau,Jos South,Cassiterite
1457,PLATEAU,59309,EL-059309,Exploration License,Valid,G AND G CONSTRUCTION COMPANY LTD,22/04/2024,21/04/2027,210,44.24,Plateau,Mangu,"Copper,Lead,Tantalum,Zinc,Cassiterite,Columbite"
1458,"BASSA, JOS- SOUTH",53707,EL-053707,Exploration License,Valid,BM EXPLORATION LIMITED,25/10/2024,24/10/2027,152,32.0,Plateau,"Jos North, Jos South","Tantalum,Cassiterite,Columbite,Iron"
1459,QUA'AN PAN,63295,EL-063295,Exploration License,Valid,ONEX BUSINESS EMPIRE LTD,23/10/2024,22/10/2027,35,7.39,Plateau,Qua'an-Pan,"Cassiterite,Columbite,Monazite"
1460,,45,ML-000045,Mining Lease,Released,CONSOLIDATED TIN MINES LIMITED,02/01/2006,01/01/2031,21,4.42,Plateau,Jos South,"Tin,Columbite"
1461,Bassa,36720,QLS-036720,Quarry Lease,Blocked,JOHN BAWA INNOVATIONS NIGERIA LIMITED,05/05/2022,04/05/2027,12,2.52,Plateau,Bassa,Granite
1462,PLATEAU,36435,SSML-036435,Small Scale Mining Lease,Blocked,AFRO MINES NIGERIA LIMITED,05/05/2022,04/05/2027,2,0.42,Plateau,Jos South,"Tin,Columbite"
1463,,378,ML-000378,Mining Lease,Released,CONSOLIDATED TIN MINES LIMITED,01/01/2005,31/12/2029,5,1.05,Plateau,Jos South,Cassiterite
1464,,35825,QLS-035825,Quarry Lease,Blocked,KAMVINSON GLOBAL RESOURCES NIGERIA LTD.,15/09/2022,14/09/2027,4,0.84,Plateau,Jos South,Granite
1465,,34934,SSML-034934,Small Scale Mining Lease,Blocked,ABY DIAMOND MINES & CONSTRUCTION NIG LTD,19/07/2021,18/07/2026,6,1.26,Plateau,"Barkin Ladi, Bokkos",Tin
1466,,34772,QLS-034772,Quarry Lease,Blocked,JOHN BAWA INNOVATIONS NIGERIA LIMITED,25/06/2021,24/06/2026,4,0.84,Plateau,Jos North,Granite
1467,,410,ML-000410,Mining Lease,Valid,CONSOLIDATED TIN MINES LIMITED,01/01/2005,31/12/2029,20,4.21,Plateau,"Jos North, Jos South",Cassiterite
1468,BASSA,44427,EL-044427,Exploration License,Valid,ADLAY MINING LTD,20/11/2023,19/11/2026,189,39.79,Plateau,"Jos North, Jos South",Cassiterite
1469,,100,ML-000100,Mining Lease,Released,CONSOLIDATED TIN MINES LIMITED,01/01/2005,31/12/2029,4,0.84,Plateau,Jos South,Cassiterite
